level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	192	0	0	0	2486	4832	1400	426	-1	
3	1	192	1	0	0	2486	4832	1400	426	-1	
4	1	192	1	1	0	2486	4832	1400	426	-1	
5	1	192	1	1	1	2486	4832	1400	426	95.000000	  
2	1	193	0	0	0	3190	5195	553	42	-1	
3	1	193	1	0	0	3190	5195	553	42	-1	
4	1	193	1	1	0	3190	5195	553	42	-1	
5	1	193	1	1	1	3190	5196	107	40	67.684471	1010
5	1	193	1	1	2	3303	5195	278	42	50.936146	ACCREDITED.
5	1	193	1	1	3	3597	5196	146	38	50.936146	AGENT.
2	1	194	0	0	0	2486	5174	1400	226	-1	
3	1	194	1	0	0	2486	5174	1400	226	-1	
4	1	194	1	1	0	2486	5174	1400	142	-1	
5	1	194	1	1	1	2486	5174	1400	142	95.000000	  
4	1	194	1	2	0	2486	5316	704	84	-1	
5	1	194	1	2	1	2486	5316	704	84	95.000000	 
2	1	195	0	0	0	512	5321	330	2	-1	
3	1	195	1	0	0	512	5321	330	2	-1	
4	1	195	1	1	0	512	5321	330	2	-1	
5	1	195	1	1	1	512	5321	330	2	95.000000	 
2	1	196	0	0	0	3190	5337	565	42	-1	
3	1	196	1	0	0	3190	5337	565	42	-1	
4	1	196	1	1	0	3190	5337	565	42	-1	
5	1	196	1	1	1	3190	5341	78	38	89.989075	1SO
5	1	196	1	1	2	3273	5340	106	39	76.265724	9001
5	1	196	1	1	3	3390	5349	18	28	83.823517	:
5	1	196	1	1	4	3416	5341	106	37	96.218155	2008
5	1	196	1	1	5	3539	5337	216	40	96.158203	CERTIFIED
2	1	197	0	0	0	592	5367	310	2	-1	
3	1	197	1	0	0	592	5367	310	2	-1	
4	1	197	1	1	0	592	5367	310	2	-1	
5	1	197	1	1	1	592	5367	310	2	95.000000	 
2	1	198	0	0	0	24	5367	342	2	-1	
3	1	198	1	0	0	24	5367	342	2	-1	
4	1	198	1	1	0	24	5367	342	2	-1	
5	1	198	1	1	1	24	5367	342	2	95.000000	 
2	1	199	0	0	0	2486	5316	1400	227	-1	
3	1	199	1	0	0	2486	5316	1400	227	-1	
4	1	199	1	1	0	2486	5316	1400	142	-1	
5	1	199	1	1	1	2486	5316	1400	142	95.000000	  
4	1	199	1	2	0	2486	5458	703	85	-1	
5	1	199	1	2	1	2486	5458	703	85	95.000000	 
2	1	200	0	0	0	24	5413	397	2	-1	
3	1	200	1	0	0	24	5413	397	2	-1	
4	1	200	1	1	0	24	5413	397	2	-1	
5	1	200	1	1	1	24	5413	397	2	95.000000	 
2	1	201	0	0	0	510	5459	306	2	-1	
3	1	201	1	0	0	510	5459	306	2	-1	
4	1	201	1	1	0	510	5459	306	2	-1	
5	1	201	1	1	1	510	5459	306	2	95.000000	 
2	1	202	0	0	0	24	5459	368	2	-1	
3	1	202	1	0	0	24	5459	368	2	-1	
4	1	202	1	1	0	24	5459	368	2	-1	
5	1	202	1	1	1	24	5459	368	2	95.000000	 
2	1	203	0	0	0	3189	5479	630	43	-1	
3	1	203	1	0	0	3189	5479	630	43	-1	
4	1	203	1	1	0	3189	5479	630	43	-1	
5	1	203	1	1	1	3189	5479	98	43	96.939438	ONE
5	1	203	1	1	2	3292	5479	119	42	93.287262	STOP
5	1	203	1	1	3	3417	5479	402	42	17.325869	TRAVELSOLUTION
2	1	204	0	0	0	2486	5458	1394	132	-1	
3	1	204	1	0	0	2486	5458	1394	132	-1	
4	1	204	1	1	0	2486	5458	1394	132	-1	
5	1	204	1	1	1	2486	5458	1394	132	95.000000	  
2	1	205	0	0	0	3890	5321	15	246	-1	
3	1	205	1	0	0	3890	5321	15	246	-1	
4	1	205	1	1	0	3890	5321	15	246	-1	
5	1	205	1	1	1	3890	5476	15	91	92.795677	Multination
5	1	205	1	1	2	3890	5321	15	148	72.744316	Media/ACE/02/13
2	1	206	0	0	0	3169	5558	702	9	-1	
3	1	206	1	0	0	3169	5558	702	9	-1	
4	1	206	1	1	0	3169	5558	702	9	-1	
5	1	206	1	1	1	3169	5558	702	9	95.000000	 
2	1	207	0	0	0	2506	5594	902	8	-1	
3	1	207	1	0	0	2506	5594	902	8	-1	
4	1	207	1	1	0	2506	5594	902	8	-1	
5	1	207	1	1	1	2506	5594	902	8	95.000000	 
2	1	208	0	0	0	26	5596	392	2	-1	
3	1	208	1	0	0	26	5596	392	2	-1	
4	1	208	1	1	0	26	5596	392	2	-1	
5	1	208	1	1	1	26	5596	392	2	95.000000	 
2	1	209	0	0	0	2503	5591	838	147	-1	
3	1	209	1	0	0	2503	5591	838	147	-1	
4	1	209	1	1	0	2503	5591	838	147	-1	
5	1	209	1	1	1	2503	5595	199	143	41.476406	al
5	1	209	1	1	2	2735	5591	196	147	20.893894	ioe
5	1	209	1	1	3	3036	5611	81	78	25.099297	iy
5	1	209	1	1	4	3279	5613	62	52	73.881432	=
2	1	210	0	0	0	2561	5679	779	50	-1	
3	1	210	1	0	0	2561	5679	779	50	-1	
4	1	210	1	1	0	2561	5679	779	50	-1	
5	1	210	1	1	1	2561	5680	99	49	94.380928	Flights
5	1	210	1	1	2	2783	5679	128	48	95.615921	Holidays
5	1	210	1	1	3	3026	5680	92	48	96.942490	Hotels
5	1	210	1	1	4	3280	5692	60	25	96.905945	Cars
2	1	211	0	0	0	545	5688	373	2	-1	
3	1	211	1	0	0	545	5688	373	2	-1	
4	1	211	1	1	0	545	5688	373	2	-1	
5	1	211	1	1	1	545	5688	373	2	95.000000	 
2	1	212	0	0	0	2931	5599	6	130	-1	
3	1	212	1	0	0	2931	5599	6	130	-1	
4	1	212	1	1	0	2931	5599	6	130	-1	
5	1	212	1	1	1	2931	5599	6	130	95.000000	 
2	1	213	0	0	0	3401	5598	9	133	-1	
3	1	213	1	0	0	3401	5598	9	133	-1	
4	1	213	1	1	0	3401	5598	9	133	-1	
5	1	213	1	1	1	3401	5598	9	133	95.000000	 
2	1	214	0	0	0	2504	5599	7	132	-1	
3	1	214	1	0	0	2504	5599	7	132	-1	
4	1	214	1	1	0	2504	5599	7	132	-1	
5	1	214	1	1	1	2504	5599	7	132	95.000000	 
2	1	215	0	0	0	2740	5597	9	135	-1	
3	1	215	1	0	0	2740	5597	9	135	-1	
4	1	215	1	1	0	2740	5597	9	135	-1	
5	1	215	1	1	1	2740	5597	9	135	95.000000	 
2	1	216	0	0	0	2975	5597	9	136	-1	
3	1	216	1	0	0	2975	5597	9	136	-1	
4	1	216	1	1	0	2975	5597	9	136	-1	
5	1	216	1	1	1	2975	5597	9	136	95.000000	 
2	1	217	0	0	0	3212	5598	8	134	-1	
3	1	217	1	0	0	3212	5598	8	134	-1	
4	1	217	1	1	0	3212	5598	8	134	-1	
5	1	217	1	1	1	3212	5598	8	134	95.000000	 
2	1	218	0	0	0	3167	5599	6	133	-1	
3	1	218	1	0	0	3167	5599	6	133	-1	
4	1	218	1	1	0	3167	5599	6	133	-1	
5	1	218	1	1	1	3167	5599	6	133	95.000000	 
2	1	219	0	0	0	2505	5725	902	6	-1	
3	1	219	1	0	0	2505	5725	902	6	-1	
4	1	219	1	1	0	2505	5725	902	6	-1	
5	1	219	1	1	1	2505	5725	902	6	95.000000	 
2	1	220	0	0	0	510	5780	312	2	-1	
3	1	220	1	0	0	510	5780	312	2	-1	
4	1	220	1	1	0	510	5780	312	2	-1	
5	1	220	1	1	1	510	5780	312	2	95.000000	 
2	1	221	0	0	0	24	5779	798	4	-1	
3	1	221	1	0	0	24	5779	798	4	-1	
4	1	221	1	1	0	24	5779	798	4	-1	
5	1	221	1	1	1	24	5779	798	4	95.000000	 
2	1	222	0	0	0	510	5826	346	2	-1	
3	1	222	1	0	0	510	5826	346	2	-1	
4	1	222	1	1	0	510	5826	346	2	-1	
5	1	222	1	1	1	510	5826	346	2	95.000000	 
2	1	223	0	0	0	595	5871	335	2	-1	
3	1	223	1	0	0	595	5871	335	2	-1	
4	1	223	1	1	0	595	5871	335	2	-1	
5	1	223	1	1	1	595	5871	335	2	95.000000	 
2	1	224	0	0	0	1083	3777	1269	2232	-1	
3	1	224	1	0	0	1083	3777	1269	2232	-1	
4	1	224	1	1	0	1083	3777	1269	2232	-1	
5	1	224	1	1	1	1083	3777	1269	2232	95.000000	 
2	1	225	0	0	0	559	5917	346	2	-1	
3	1	225	1	0	0	559	5917	346	2	-1	
4	1	225	1	1	0	559	5917	346	2	-1	
5	1	225	1	1	1	559	5917	346	2	95.000000	 
2	1	226	0	0	0	509	5963	406	2	-1	
3	1	226	1	0	0	509	5963	406	2	-1	
4	1	226	1	1	0	509	5963	406	2	-1	
5	1	226	1	1	1	509	5963	406	2	95.000000	 
2	1	227	0	0	0	62	5963	311	2	-1	
3	1	227	1	0	0	62	5963	311	2	-1	
4	1	227	1	1	0	62	5963	311	2	-1	
5	1	227	1	1	1	62	5963	311	2	95.000000	 
2	1	228	0	0	0	1354	5958	2045	79	-1	
3	1	228	1	0	0	1354	5958	2045	79	-1	
4	1	228	1	1	0	1354	5958	2045	79	-1	
5	1	228	1	1	1	1354	5959	211	77	95.811409	नेपाल
5	1	228	1	1	2	1589	5958	168	74	95.521873	चिया
5	1	228	1	1	3	1781	5958	234	79	95.298500	विकास
5	1	228	1	1	4	2040	5958	209	74	95.827187	निगम
5	1	228	1	1	5	2272	5958	110	78	90.677994	लि.
5	1	228	1	1	6	2490	5951	48	95	47.256569	0
5	1	228	1	1	7	2644	5951	369	95	45.026428	5500
5	1	228	1	1	8	3066	6026	333	6	36.337208	0000
2	1	229	0	0	0	1069	6030	1274	66	-1	
3	1	229	1	0	0	1069	6030	1274	66	-1	
4	1	229	1	1	0	1142	6030	15	15	-1	
5	1	229	1	1	1	1142	6030	15	15	24.774490	.
4	1	229	1	2	0	1069	6050	1274	46	-1	
5	1	229	1	2	1	1069	6056	81	24	96.797409	Since
5	1	229	1	2	2	1164	6057	66	23	96.959961	1966
5	1	229	1	2	3	1395	6051	138	36	93.301888	Email:
5	1	229	1	2	4	1554	6050	789	46	90.751167	marketing.ntdc@trivenionline.com
2	1	230	0	0	0	2459	3714	8	2382	-1	
3	1	230	1	0	0	2459	3714	8	2382	-1	
4	1	230	1	1	0	2459	3714	8	2382	-1	
5	1	230	1	1	1	2459	3714	8	2382	95.000000	 
2	1	231	0	0	0	984	3714	8	2386	-1	
3	1	231	1	0	0	984	3714	8	2386	-1	
4	1	231	1	1	0	984	3714	8	2386	-1	
5	1	231	1	1	1	984	3714	8	2386	95.000000	 
